
0;0.98313
1;1.09081
2;0.98512
3;1.09081
4;0.91134
5;0.90934
6;1.10677
7;1.07486
8;0.96418
9;0.97415
10;1.10078
11;1.09879
12;0.89439
13;1.1636
14;1.10377
15;0.98213
16;1.00107
17;1.01803
18;1.00307
19;1.04993
20;1.01404
21;1.01902
22;1.01005
23;0.98014
24;1.026
25;1.04893
26;0.97615
27;1.00606
28;0.9921
29;1.00805
30;1.04794
31;1.11574
32;0.89837
33;1.1297
34;1.06389
35;1.07087
36;1.11674
37;0.95521
38;1.04395
39;0.97316
40;0.98313
41;0.96518
42;1.01603
43;1.02401
44;0.99509
45;1.028
46;1.09081
47;1.09081
48;0.96618
49;0.95421
50;1.01404
51;1.05891
52;1.04196
53;1.00805
54;1.00506
55;1.02401
56;1.04295
57;0.94723
58;1.01603
59;0.99609
60;1.02002
61;1.00107
62;1.05093
63;1.07984
64;0.9911
65;0.97515
66;1.10178
67;1.12272
68;0.88641
69;0.88142
70;1.16859
71;0.89937
72;0.94923
73;1.02999
74;1.02201
75;0.97116
76;0.97615
77;0.96717
78;0.96119
79;1.04395
80;0.97714
81;0.94025
82;1.01105
83;1.00407
84;1.00107
85;0.9931
86;1.05591
87;1.03597
88;0.9592
89;1.06788
90;1.07885
91;1.01105
92;0.94723
93;1.03697
94;0.98113
95;1.04495
96;1.025
97;0.96817
98;1.028
99;1.00506
100;1.027
101;0.98911
102;1.1307
103;1.11773
104;0.95321
105;0.97216
106;1.08184
107;0.98712
108;0.94125
109;1.14266
110;1.17856
111;0.78969
112;0.83755
113;1.08383
114;0.99709
115;1.11474
116;1.04295
117;1.00506
118;0.95421
119;1.02401
120;0.94025
121;0.89638
122;1.19152
123;1.03099
124;0.94823
125;0.95222
126;1.06688
127;1.06389
128;0.9931
129;0.98712
130;0.93926
131;1.04893
132;1.02401
133;0.97216
134;0.97714
135;0.97316
136;0.97116
137;0.96119
138;1.03298
139;1.04794
140;0.99908
141;1.04096
142;1.03896
143;0.99609
144;0.99011
145;1.04395
146;1.0938
147;1.00706
148;0.99709
149;1.1287
150;1.05292
151;0.97714
152;0.95621
153;1.07286
154;1.09779
155;0.94624
156;1.07486
157;1.10976
158;0.96019
159;0.9941
160;1.02401
161;1.02301
162;0.97415
163;0.99609
164;1.05591
165;1.02999
166;1.05591
167;1.027
168;1.03298
169;0.95122
170;0.9931
171;1.025
172;1.05193
173;1.01404
174;0.90535
175;0.93327
176;0.98412
177;1.05691
178;1.03498
179;1.00107
180;1.00107
181;0.94225
182;1.1307
183;0.9253
184;0.96319
185;1.06389
186;1.01703
187;1.07286
188;1.10178
189;0.7528
190;0.73585
191;1.19152
192;0.8884
193;0.94324
194;1.08184
195;1.09281
196;1.05591
197;1.08084
198;0.95521
199;0.87644
200;1.14067
201;1.13668
202;0.93626
203;1.10078
204;1.09181
205;1.07286
206;1.06489
207;0.89638
208;0.90037
209;1.11175
210;1.09879
211;0.85749
212;1.00706
213;1.00805
214;1.06888
215;1.00107
216;1.07984
217;1.07087
218;1.03398
219;0.97914
220;1.05292
221;0.95222
222;0.89937
223;1.14466
224;1.10078
225;0.99011
226;0.93327
227;1.00506
228;0.99509
229;0.98313
230;0.98014
231;0.94324
232;1.04495
233;1.00307
234;1.03298
235;1.04893
236;0.9592
237;1.02102
238;1.07685
239;1.06888
240;0.96717
241;1.02002
242;1.03099
243;0.9572
244;0.98612
245;0.97316
246;0.98712
247;1.02999
248;0.9582
249;1.03498
250;0.99509
251;0.91632
252;0.9941
253;0.90037
254;1.04096
255;0.94723
256;0.99609
257;0.98113
258;0.86248
259;0.93626
260;0.91333
261;0.9243
262;1.07685
263;1.05193
264;1.01902
265;0.95521
266;0.96418
267;0.99509
268;1.07586
269;1.07486
270;0.93228
271;1.027
272;1.00207
273;1.07885
274;0.96618
275;1.06389
276;0.9931
277;0.96618
278;1.04993
279;1.0958
280;1.21545
281;0.85051
282;0.94524
283;0.97515
284;0.91333
285;0.92928
286;0.79966
287;1.14466
288;0.91832
289;0.9582
290;1.0609
291;1.05292
292;0.98811
293;1.00506
294;1.03797
295;1.06389
296;0.79468
297;1.21744
298;1.1287
299;0.92231
300;0.8884
301;1.03099
302;1.026
303;1.00506
304;0.95122
305;1.1277
306;0.94923
307;1.04395
308;1.00008
309;1.07486
310;0.96019
311;0.97615
312;1.01902
313;1.02201
314;1.00107
315;1.01603
316;1.00107
317;0.97415
318;0.91433
319;1.07187
320;1.07286
321;1.00107
322;1.03697
323;0.92131
324;0.93626
325;1.00805
326;1.03797
327;1.00107
328;1.10477
329;1.06389
330;1.00107
331;0.99808
332;0.97714
333;1.00307
334;0.99609
335;1.03398
336;1.04794
337;0.9582
338;0.9921
339;1.026
340;0.97216
341;1.06489
342;1.07785
343;0.97714
344;1.06389
345;1.05193
346;1.00307
347;1.02899
348;0.9931
349;1.08882
350;0.96518
351;0.95621
352;1.01105
353;1.01304
354;1.026
355;1.00107
356;1.04096
357;0.95421
358;0.9911
359;0.98113
360;1.03996
361;1.00706
362;1.01703
363;0.95521
364;1.03797
365;1.15662
366;0.83456
367;1.11474
368;0.72987
369;0.85849
370;1.06688
371;0.98213
372;1.11275
373;0.97814
374;0.9572
375;1.09979
376;1.17457
377;0.50353
378;0.50253
379;1.4697
380;1.41985
381;0.98113
382;0.70394
383;0.75779
384;1.23938
385;1.27727
386;0.84752
387;1.027
388;0.76177
389;0.67702
390;1.37598
391;1.35703
392;0.78969
393;1.01503
394;0.86148
395;1.20747
396;1.21844
397;0.77972
398;0.89239
399;0.96418
400;0.90835
401;1.1287
402;0.86747
403;0.83656
404;1.10876
405;1.05591
406;1.06788
407;1.13668
408;0.98213
409;1.00008
410;0.94125
411;1.025
412;1.10677
413;0.96019
414;0.98911
415;0.95521
416;0.90934
417;1.03597
418;1.02999
419;1.01703
420;0.96618
421;0.97714
422;1.08882
423;1.1307
424;0.98412
425;1.01703
426;1.01902
427;1.04495
428;0.97515
429;0.9931
430;1.00606
431;1.04594
432;1.05591
433;0.97714
434;1.05492
435;1.00307
436;1.04594
437;0.95521
438;1.04096
439;1.03797
440;0.95022
441;0.93527
442;0.94524
443;0.97316
444;1.06489
445;0.9931
446;0.96518
447;1.04794
448;0.99709
449;0.9941
450;1.05193
451;0.95122
452;1.04993
453;0.94524
454;0.96618
455;0.95621
456;1.027
457;1.07286
458;0.94723
459;1.025
460;1.00506
461;1.05093
462;0.85051
463;0.89339
464;1.04096
465;1.01803
466;0.88541
467;0.84453
468;1.06688
469;0.81462
470;0.77075
471;1.26331
472;1.33011
473;0.72189
474;0.73186
475;1.14665
476;1.13269
477;0.97116
478;0.98014
479;0.93926
480;1.06888
481;1.10078
482;0.88342
483;0.97017
484;1.05891
485;1.10477
486;1.00107
487;0.9941
488;0.96518
489;1.08284
490;1.09879
491;0.91333
492;0.9572
493;1.09879
494;1.01902
495;0.9233
496;1.01005
497;0.99808
498;1.027
499;1.06688
500;0.97615
501;0.96119
502;1.05193
503;1.06389
504;0.99709
505;1.00606
506;0.99709
507;1.03597
508;1.00805
509;0.95521
510;1.02401
511;1.02401
512;1.00805
513;0.9931
514;0.98313
515;1.02102
516;0.93726
517;1.00407
518;0.98113
519;0.98712
520;0.98911
521;1.00107
522;0.92928
523;0.98113
524;0.98911
525;0.95222
526;0.9592
527;1.08882
528;1.14067
529;0.87245
530;0.83356
531;1.13768
532;1.15463
533;0.81661
534;1.25633
535;1.13468
536;0.95521
537;1.03896
538;0.90037
539;0.95222
540;1.05791
541;1.09281
542;0.87644
543;0.98213
544;0.96717
545;0.98612
546;1.06688
547;0.9572
548;0.97216
549;0.97316
550;1.10278
551;0.92928
552;0.83456
553;1.09181
554;1.03597
555;0.99908
556;1.028
557;0.95621
558;1.01902
559;0.90735
560;1.05591
561;1.06788
562;0.97714
563;1.0948
564;1.06589
565;0.92031
566;0.94324
567;1.03298
568;0.93826
569;1.04295
570;1.11674
571;0.94424
572;1.00008
573;1.00107
574;1.06389
575;1.01703
576;0.93626
577;0.97017
578;0.99011
579;0.93128
580;1.00407
581;0.98712
582;0.89239
583;1.03099
584;1.04694
585;0.9582
586;1.03198
587;0.94823
588;0.92231
589;1.04295
590;1.07187
591;0.97316
592;0.94624
593;0.94324
594;1.09181
595;1.05691
596;0.94624
597;0.96518
598;1.00905
599;0.98712
600;0.97914
601;1.01105
602;1.03099
603;0.91533
604;0.96618
605;0.98512
606;1.027
607;1.00706
608;0.94524
609;1.03099
610;0.98712
611;0.98911
